generation,field_name,score_gpt4o,error_type_gpt4o,explanation_gpt4o,score_llama3-70b,error_type_llama3-70b,explanation_llama3-70b,run_id,turns
0,company_history_summary,5,faithful,The candidate retains the full semantic meaning of the ground truth and adds additional relevant information without altering the original message.,5,faithful,"The candidate value is a verbatim copy of the ground truth with additional relevant information, preserving the original meaning perfectly.",run_20251124_222847,5
0,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
0,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
0,primary_products_services_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
0,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,company_name,5,faithful,"The candidate value is identical to the ground-truth value, preserving full semantic fidelity.",5,faithful,"The candidate value is identical to the ground-truth value, preserving the exact same meaning.",run_20251124_222847,5
1,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,purpose_of_request,3,vague,The candidate captures the goal of improving production speed but omits the specific concern about reducing repetitive strain injuries.,3,overly_general,"The candidate value preserves the general idea of improving production speed but omits the specific context of the assembly line and repetitive strain injuries, making it partially faithful.",run_20251124_222847,5
1,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,preferred_installation_timeline,5,faithful,"The candidate maintains the same meaning as the ground truth, specifying a preference for installation within 6 months and adding a detail about an ideal timeline for the first station.",5,faithful,"The candidate value is a paraphrased version of the ground truth, preserving the same meaning and adding a slight detail about the first station.",run_20251124_222847,5
1,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,application_description,2,vague,The candidate is loosely related to the ground truth but lacks specific details about the pick-and-place application and the context of moving electronic components.,2,vague,"The candidate value is weakly related to the ground truth, as it only mentions general manufacturing processes without specifying the pick-and-place application or the widget assembly line.",run_20251124_222847,5
1,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,key_decision_makers_description,4,mostly_faithful,"The candidate accurately describes the roles of the primary decision-maker and the Director of Operations, but adds extra information about the lead assembly line operator that is not present in the ground truth.",4,faithful,"The candidate mostly preserves the original meaning, but adds a minor detail about the lead assembly line operator, which is not present in the ground truth.",run_20251124_222847,5
1,company_history_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
1,primary_products_services_summary,3,overly_general,"The candidate captures the general idea of high-end products but lacks specific details about wireless audio equipment, headphones, and speakers.",3,vague,The candidate value preserves the general idea of the company's products but omits specific details about wireless audio equipment and examples of products.,run_20251124_222847,5
1,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,company_name,5,faithful,"The candidate value is fully faithful to the ground truth, with only a minor punctuation difference.",5,faithful,"The candidate value is an exact match to the ground-truth value, preserving the same meaning and wording.",run_20251124_222847,5
2,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,purpose_of_request,3,vague,The candidate captures the goal of improving production speed but omits the specific concern about reducing repetitive strain injuries and introduces new elements about precise manufacturing and high-end electronics.,3,overly_general,"The candidate value preserves the general idea of improving production speed but omits the specific context of the assembly line and repetitive strain injuries, making it partially faithful.",run_20251124_222847,5
2,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,application_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,key_decision_makers_description,3,partially_faithful,The candidate preserves the main roles of the decision-makers but adds an unrelated role and changes the perspective from first to third person.,4,faithful,"The candidate mostly preserves the original meaning, with minor rephrasing and a small additional detail about the lead assembly line operator.",run_20251124_222847,5
2,company_history_summary,0,no_information,"The candidate provides no information about the company's history, failing to convey any of the ground truth details.",0,null,"The candidate value does not provide any information about the company's history, failing to address the field altogether.",run_20251124_222847,5
2,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
2,primary_products_services_summary,3,overly_general,"The candidate captures the general idea of high-end electronics but lacks specific details about wireless audio equipment, headphones, and speakers.",3,overly_general,The candidate value preserves the general idea of the company's products but omits specific details about wireless audio equipment and examples of products.,run_20251124_222847,5
2,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,company_name,5,faithful,"The candidate value is fully faithful to the ground truth, with only a minor punctuation difference.",5,faithful,"The candidate value is an exact match to the ground-truth value, preserving the same meaning and wording.",run_20251124_222847,5
3,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,purpose_of_request,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,application_description,2,vague,The candidate is loosely related to the ground truth but lacks specific details about the pick-and-place application and the movement of electronic components.,3,vague,"The candidate value preserves the general idea of the application being related to manufacturing and electronics, but omits specific details about the pick-and-place process and widget assembly line.",run_20251124_222847,5
3,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,key_decision_makers_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,company_history_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
3,primary_products_services_summary,3,overly_general,"The candidate captures the general idea of high-end electronics but lacks specific details about wireless audio equipment, headphones, and speakers.",3,overly_general,The candidate value preserves the general idea of the company's products but omits specific details about wireless audio equipment and examples of products.,run_20251124_222847,5
3,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,company_name,5,faithful,"The candidate value is identical to the ground-truth value, preserving full semantic fidelity.",5,faithful,"The candidate value is identical to the ground-truth value, preserving the exact same meaning.",run_20251124_222847,5
4,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,purpose_of_request,3,vague,The candidate captures the goal of improving production speed but omits the aspect of reducing repetitive strain injuries and introduces new details about targeting precise manufacturing processes and high-end consumer electronics.,4,overly_general,"The candidate mostly preserves the main idea of improving production speed, but omits the specific concern about repetitive strain injuries and adds unnecessary details about high-end consumer electronics.",run_20251124_222847,5
4,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,application_description,2,vague,The candidate is loosely related to the ground truth by mentioning manufacturing but lacks specific details about the pick-and-place application and the context of the widget assembly line.,3,vague,"The candidate value preserves the general idea of the application being related to manufacturing and electronics, but omits specific details about the pick-and-place process and widget assembly line.",run_20251124_222847,5
4,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,key_decision_makers_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,company_history_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
4,primary_products_services_summary,4,overly_general,"The candidate captures the main idea of producing high-end electronics but lacks specific mention of wireless audio equipment, headphones, and speakers.",3,overly_general,The candidate value preserves the general idea of the company's products but omits specific details about wireless audio equipment and examples of products.,run_20251124_222847,5
4,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,company_name,5,faithful,"The candidate value is identical to the ground-truth value, preserving the full semantic meaning.",5,faithful,"The candidate value is identical to the ground-truth value, preserving the exact same meaning and wording.",run_20251124_222847,5
5,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,purpose_of_request,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,application_description,2,weakly_related,"The candidate mentions improving production speed and efficiency in manufacturing, which is loosely related to the ground truth's focus on pick-and-place for widget assembly, but lacks specific details about the application and components involved.",3,vague,"The candidate value preserves the general idea of improving production efficiency in electronics manufacturing, but omits specific details about the pick-and-place application and widget assembly line.",run_20251124_222847,5
5,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,key_decision_makers_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,company_history_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
5,primary_products_services_summary,3,overly_general,"The candidate captures the general idea of high-end electronics but lacks specific details about wireless audio equipment, headphones, and speakers.",3,overly_general,The candidate value preserves the general idea of the company's products but omits specific details about wireless audio equipment and examples of products.,run_20251124_222847,5
5,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,company_name,5,faithful,"The candidate value is identical to the ground-truth value, preserving the full semantic meaning.",5,faithful,"The candidate value is identical to the ground-truth value, preserving the exact same meaning.",run_20251124_222847,5
6,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,purpose_of_request,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,application_description,2,weakly_related,The candidate is loosely related to the ground truth by mentioning manufacturing processes but lacks specific details about the pick-and-place application and electronic components.,3,vague,"The candidate value preserves the general idea of improving production efficiency in electronics manufacturing, but omits specific details about the pick-and-place application and widget assembly line.",run_20251124_222847,5
6,application_criticality,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,budget_for_project,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,project_completion_timeline_ideal,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,project_timeline_constraints,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,key_decision_makers_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,company_history_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,key_stakeholders_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,company_differentiation_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
6,primary_products_services_summary,3,overly_general,"The candidate captures the general idea of producing high-end electronics but lacks specific details about wireless audio equipment, headphones, and speakers.",3,vague,"The candidate value preserves the general idea of the company's industry but omits specific details about the products, making it partially faithful.",run_20251124_222847,5
6,innovation_approach_summary,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,company_name,5,faithful,"The candidate value is identical to the ground-truth value, preserving the full semantic meaning.",5,faithful,"The candidate value is identical to the ground-truth value, preserving the exact same meaning.",run_20251124_222847,5
7,contact_person_name,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,contact_person_role,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,contact_person_email,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,contact_person_phone,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,is_decision_maker,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,industry,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,address,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,purpose_of_request,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,lead_source,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,worked_with_ur_before,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,in_house_automation_resources_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,in_house_team_skill_level,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,installation_responsibility,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,preferred_installation_timeline,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,deployment_process_preference,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,application_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,application_criticality,3,vague,"The candidate mentions the importance of production speed and efficiency, which relates to criticality, but lacks the specific detail about the assembly line being a bottleneck.",4,vague,The candidate value conveys the importance of the assembly line but omits the specific detail about being a bottleneck for the entire production process.,run_20251124_222847,5
7,application_type_and_sub_type,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,part_variety_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,part_dimensions_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,part_weight_description,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
7,desired_throughput,0,null,The field was empty or null.,0,null,The field was empty or null.,run_20251124_222847,5
